num_player,num_level_players,total_player_hp,avg_player_ac,total_player_atk,num_enemy,total_enemy_hp,avg_enemy_ac,total_enemy_atk,player_victory
3,2,0,15.0,18,1,2.0,15.0,6,0
3,14,74,21.0,54,9,0.0,15.333333333333334,41,1
4,7,0,17.0,44,6,354.0,15.833333333333334,41,0
7,13,594,20.0,119,10,0.0,14.8,72,1
3,9,0,18.0,39,8,231.0,15.125,50,0
4,2,0,15.0,24,7,355.0,14.428571428571429,39,0
7,13,598,20.0,119,9,0.0,14.444444444444445,56,1
5,2,35,15.0,30,1,0.0,20.0,6,1
3,11,99,19.0,45,5,0.0,15.4,33,1
7,1,0,14.0,35,9,670.0,14.555555555555555,54,0
3,10,116,19.0,42,4,0.0,15.25,30,1
3,6,164,17.0,30,3,0.0,17.0,17,1
4,2,104,15.0,24,1,0.0,11.0,3,1
6,8,262,18.0,72,7,0.0,14.428571428571429,49,1
3,5,0,16.0,27,10,590.0,14.6,65,0
5,5,0,16.0,45,10,455.0,13.9,54,0
3,14,0,21.0,54,9,168.0,16.11111111111111,60,0
8,16,1083,22.0,160,5,0.0,17.2,37,1
5,12,530,20.0,80,3,0.0,17.0,25,1
8,11,638,19.0,120,8,0.0,15.0,46,1
8,10,720,19.0,112,2,0.0,17.5,14,1
3,11,208,19.0,45,3,0.0,17.0,17,1
4,11,0,19.0,60,8,368.0,15.375,56,0
8,7,494,17.0,88,3,0.0,13.0,20,1
5,5,171,16.0,45,3,0.0,14.333333333333334,20,1
5,12,518,20.0,80,2,0.0,15.0,11,1
6,6,283,17.0,60,3,0.0,14.666666666666666,20,1
3,4,0,16.0,24,4,129.0,17.0,27,0
3,8,0,18.0,36,8,437.0,15.625,45,0
3,12,173,20.0,48,5,0.0,14.2,32,1
7,1,0,14.0,35,3,94.0,16.0,13,0
5,7,0,17.0,55,10,535.0,14.5,74,0
3,14,217,21.0,54,8,0.0,15.0,56,1
3,13,311,20.0,51,4,0.0,15.75,24,1
4,16,497,22.0,80,3,0.0,19.333333333333332,23,1
6,2,0,15.0,36,4,284.0,19.0,20,0
6,16,788,22.0,120,3,0.0,16.333333333333332,13,1
6,7,159,17.0,66,6,0.0,13.0,38,1
4,14,0,21.0,72,9,136.0,13.555555555555555,60,0
7,15,868,21.0,133,6,0.0,18.0,44,1
8,6,402,17.0,80,2,0.0,13.0,11,1
5,12,331,20.0,80,6,0.0,15.0,45,1
7,4,0,16.0,56,6,292.0,14.333333333333334,40,0
3,10,0,19.0,42,10,371.0,16.3,58,0
3,12,86,20.0,48,6,0.0,15.5,42,1
5,14,508,21.0,90,6,0.0,17.333333333333332,38,1
6,10,406,19.0,84,5,0.0,13.0,36,1
4,8,0,18.0,48,10,310.0,16.5,73,0
8,7,528,17.0,88,4,0.0,15.75,26,1
8,16,1104,22.0,160,2,0.0,14.0,17,1
8,13,912,20.0,136,2,0.0,14.5,14,1
3,7,0,17.0,33,9,478.0,14.666666666666666,58,0
8,8,582,18.0,96,4,0.0,13.5,21,1
3,2,0,15.0,18,1,3.0,13.0,6,0
4,2,0,15.0,24,5,335.0,13.6,38,0
4,6,0,17.0,40,6,69.0,16.0,28,0
7,8,331,18.0,84,5,0.0,17.0,34,1
6,5,206,16.0,54,3,0.0,14.333333333333334,17,1
5,10,136,19.0,70,7,0.0,14.714285714285714,52,1
5,16,604,22.0,100,6,0.0,16.166666666666668,31,1
4,15,494,21.0,76,2,0.0,20.0,15,1
7,3,0,15.0,49,9,592.0,15.222222222222221,53,0
5,16,621,22.0,100,5,0.0,13.8,42,1
3,16,414,22.0,60,1,0.0,20.0,9,1
7,16,966,22.0,140,2,0.0,12.5,11,1
3,16,0,22.0,60,10,515.0,13.3,70,0
5,8,348,18.0,60,2,0.0,17.5,14,1
4,8,0,18.0,48,6,446.0,15.833333333333334,39,0
8,1,0,14.0,40,8,633.5,14.0,60,0
8,16,1104,22.0,160,3,0.0,16.666666666666668,20,1
5,11,0,19.0,75,10,227.0,15.4,62,0
8,16,1070,22.0,160,3,0.0,13.666666666666666,26,1
8,4,0,16.0,64,10,491.0,15.0,64,0
5,6,0,17.0,50,6,133.0,16.0,41,0
5,15,530,21.0,95,8,0.0,14.625,47,1
7,6,358,17.0,70,2,0.0,18.0,19,1
8,16,1020,22.0,160,6,0.0,16.666666666666668,44,1
6,3,0,15.0,42,9,625.0,15.0,54,0
5,10,200,19.0,70,10,0.0,13.4,64,1
3,9,0,18.0,39,8,471.5,15.75,52,0
8,3,0,15.0,56,4,221.5,15.75,35,0
3,10,0,19.0,42,10,470.0,15.0,59,0
6,16,785,22.0,120,5,0.0,15.4,31,1
7,9,435,18.0,91,7,0.0,15.142857142857142,47,1
7,6,124,17.0,70,9,0.0,14.333333333333334,56,1
4,14,394,21.0,72,4,0.0,15.5,28,1
7,16,928,22.0,140,3,0.0,12.0,15,1
7,14,854,21.0,126,2,0.0,11.5,13,1
8,3,236,15.0,56,1,0.0,20.0,5,1
6,11,588,19.0,90,2,0.0,11.0,13,1
4,4,0,16.0,32,9,543.0,16.22222222222222,50,0
3,4,0,16.0,24,4,157.0,14.5,29,0
3,9,0,18.0,39,9,366.0,16.0,54,0
8,12,818,20.0,128,2,0.0,14.0,11,1
6,2,0,15.0,36,6,271.0,17.5,47,0
5,3,0,15.0,35,3,100.0,18.333333333333332,22,0
5,1,0,14.0,25,9,622.0,15.0,50,0
7,10,203,19.0,98,9,0.0,14.88888888888889,61,1
5,16,654,22.0,100,4,0.0,15.25,27,1
5,13,0,20.0,85,10,476.0,14.7,68,0
4,14,488,21.0,72,2,0.0,15.5,10,1
7,12,603,20.0,112,8,0.0,15.875,52,1
7,7,462,17.0,77,3,0.0,16.333333333333332,23,1
6,5,86,16.0,54,6,0.0,14.0,35,1
4,12,415,20.0,64,1,0.0,14.0,8,1
7,5,345,16.0,63,2,0.0,18.0,15,1
7,8,174,18.0,84,6,0.0,16.166666666666668,39,1
8,4,0,16.0,64,9,307.0,15.444444444444445,53,0
3,3,0,15.0,21,7,281.0,15.714285714285714,52,0
4,11,0,19.0,60,10,443.5,14.2,57,0
4,13,418,20.0,68,2,0.0,16.5,11,1
6,13,588,20.0,102,3,0.0,17.333333333333332,16,1
5,11,286,19.0,75,10,0.0,13.8,58,1
5,5,0,16.0,45,6,256.5,15.5,53,0
6,9,398,18.0,78,5,0.0,13.8,32,1
6,10,307,19.0,84,7,0.0,14.142857142857142,38,1
4,1,0,14.0,20,8,383.5,15.75,47,0
6,2,78,15.0,36,1,0.0,16.0,9,1
5,7,0,17.0,55,5,246.5,15.8,25,0
6,7,360,17.0,66,1,0.0,17.0,9,1
5,15,650,21.0,95,5,0.0,17.0,26,1
7,10,433,19.0,98,7,0.0,17.142857142857142,43,1
6,8,378,18.0,72,2,0.0,14.5,15,1
5,13,507,20.0,85,2,0.0,14.0,17,1
6,9,487,18.0,78,4,0.0,13.5,22,1
4,8,0,18.0,48,6,294.0,13.333333333333334,42,0
7,14,854,21.0,126,3,0.0,13.0,25,1
4,2,0,15.0,24,8,374.0,14.375,59,0
7,3,0,15.0,49,4,264.0,16.0,34,0
6,5,217,16.0,54,3,0.0,17.0,21,1
5,8,0,18.0,60,8,239.0,13.75,54,0
5,10,253,19.0,70,6,0.0,15.666666666666666,36,1
8,16,1086,22.0,160,9,0.0,17.444444444444443,54,1
5,11,353,19.0,75,6,0.0,17.333333333333332,21,1
5,10,389,19.0,70,5,0.0,15.2,32,1
5,12,416,20.0,80,4,0.0,12.5,32,1
3,12,0,20.0,48,7,56.0,14.857142857142858,41,0
4,4,96,16.0,32,3,0.0,13.0,20,1
6,12,610,20.0,96,2,0.0,10.0,18,1
3,1,0,14.0,15,3,123.0,15.0,22,0
6,1,0,14.0,30,3,64.0,17.0,23,0
5,1,0,14.0,25,6,455.0,15.166666666666666,38,0
3,12,114,20.0,48,8,0.0,15.625,53,1
5,10,450,19.0,70,1,0.0,13.0,5,1
8,16,1078,22.0,160,6,0.0,14.166666666666666,36,1
7,4,280,16.0,56,2,0.0,16.5,14,1
4,8,51,18.0,48,4,0.0,13.5,31,1
7,13,778,20.0,119,2,0.0,14.5,10,1
8,5,279,16.0,72,5,0.0,17.0,40,1
8,3,0,15.0,56,9,478.0,13.88888888888889,64,0
3,2,0,15.0,18,7,344.0,13.857142857142858,43,0
6,1,0,14.0,30,10,724.0,15.6,61,0
3,12,183,20.0,48,3,0.0,14.666666666666666,23,1
3,13,227,20.0,51,5,0.0,17.0,26,1
8,6,233,17.0,80,7,0.0,15.714285714285714,47,1
6,15,780,21.0,114,2,0.0,13.0,9,1
5,4,0,16.0,40,9,605.0,16.22222222222222,64,0
3,3,0,15.0,21,6,279.5,14.833333333333334,43,0
8,6,268,17.0,80,6,0.0,13.166666666666666,43,1
4,14,476,21.0,72,1,0.0,20.0,10,1
3,14,281,21.0,54,2,0.0,16.5,15,1
5,16,690,22.0,100,2,0.0,15.0,15,1
7,3,0,15.0,49,3,197.0,17.333333333333332,20,0
7,4,95,16.0,56,6,0.0,14.833333333333334,33,1
3,10,0,19.0,42,4,120.0,17.25,24,0
6,10,403,19.0,84,5,0.0,15.2,37,1
5,1,0,14.0,25,10,509.5,16.1,61,0
3,8,0,18.0,36,7,399.0,15.142857142857142,38,0
6,2,0,15.0,36,7,476.0,15.714285714285714,52,0
6,16,828,22.0,120,1,0.0,12.0,4,1
3,14,254,21.0,54,3,0.0,12.666666666666666,18,1
5,4,210,16.0,40,1,0.0,16.0,3,1
3,4,0,16.0,24,8,606.0,15.25,47,0
6,14,582,21.0,108,5,0.0,14.2,25,1
6,3,0,15.0,42,10,527.5,16.1,69,0
3,10,0,19.0,42,8,415.0,14.25,65,0
8,10,595,19.0,112,6,0.0,13.166666666666666,45,1
6,9,242,18.0,78,7,0.0,15.142857142857142,55,1
6,1,0,14.0,30,7,497.5,16.142857142857142,45,0
8,8,231,18.0,96,10,0.0,14.9,65,1
5,6,0,17.0,50,10,608.0,16.9,68,0
4,15,307,21.0,76,7,0.0,15.142857142857142,42,1
7,14,818,21.0,126,3,0.0,16.666666666666668,20,1
5,10,346,19.0,70,7,0.0,14.714285714285714,49,1
7,16,966,22.0,140,2,0.0,13.5,8,1
3,2,0,15.0,18,10,646.0,14.6,49,0
3,13,302,20.0,51,3,0.0,12.333333333333334,13,1
3,4,0,16.0,24,7,536.0,13.571428571428571,46,0
8,11,770,19.0,120,4,0.0,14.25,24,1
7,15,834,21.0,133,5,0.0,16.2,26,1
8,5,395,16.0,72,2,0.0,14.0,14,1
5,1,0,14.0,25,7,493.0,13.857142857142858,50,0
6,9,143,18.0,78,9,0.0,16.0,49,1
6,5,230,16.0,54,2,0.0,14.0,8,1
6,12,469,20.0,96,9,0.0,16.0,45,1
7,4,0,16.0,56,9,389.0,13.0,62,0
5,2,108,15.0,30,1,0.0,12.0,3,1
7,11,680,19.0,105,5,0.0,12.6,31,1
7,14,696,21.0,126,10,0.0,14.6,69,1
8,16,1084,22.0,160,5,0.0,14.0,32,1
6,11,541,19.0,90,3,0.0,13.666666666666666,18,1
6,13,624,20.0,102,6,0.0,15.0,41,1
4,2,0,15.0,24,9,622.0,14.555555555555555,69,0
4,4,0,16.0,32,5,351.0,13.6,34,0
7,14,538,21.0,126,9,0.0,16.11111111111111,56,1
4,1,0,14.0,20,2,100.0,12.5,13,0
8,12,745,20.0,128,6,0.0,12.666666666666666,39,1
4,1,0,14.0,20,9,601.5,15.777777777777779,61,0
5,16,619,22.0,100,4,0.0,15.75,29,1
7,10,623,19.0,98,1,0.0,15.0,3,1
3,3,0,15.0,21,5,267.0,13.2,32,0
7,8,412,18.0,84,4,0.0,15.5,19,1
4,8,146,18.0,48,4,0.0,12.75,26,1
4,14,47,21.0,72,10,0.0,15.7,74,1
5,15,587,21.0,95,6,0.0,13.0,35,1
3,4,0,16.0,24,2,25.0,18.0,13,0
6,6,0,17.0,60,7,468.0,15.571428571428571,45,0
3,6,0,17.0,30,3,88.0,15.666666666666666,23,0
7,7,340,17.0,77,5,0.0,12.6,38,1
3,14,214,21.0,54,5,0.0,13.2,40,1
4,7,264,17.0,44,1,0.0,15.0,4,1
8,2,0,15.0,48,4,133.0,15.0,34,0
4,10,0,19.0,56,8,229.0,14.75,49,0
5,13,502,20.0,85,5,0.0,14.2,42,1
4,10,336,19.0,56,2,0.0,17.5,18,1
3,16,390,22.0,60,2,0.0,14.5,16,1
8,15,1016,21.0,152,1,0.0,17.0,4,1
5,13,471,20.0,85,5,0.0,13.2,30,1
8,16,1104,22.0,160,3,0.0,16.0,20,1
6,2,55,15.0,36,3,0.0,16.0,12,1
7,8,306,18.0,84,7,0.0,15.285714285714286,42,1
5,15,650,21.0,95,2,0.0,15.5,12,1
8,16,1076,22.0,160,3,0.0,11.666666666666666,16,1
5,11,323,19.0,75,8,0.0,16.0,60,1
7,7,462,17.0,77,2,0.0,15.5,13,1
4,14,311,21.0,72,8,0.0,15.375,60,1
3,13,254,20.0,51,7,0.0,15.142857142857142,30,1
8,5,0,16.0,72,7,211.0,14.285714285714286,52,0
3,5,0,16.0,27,10,501.0,14.8,50,0
3,5,0,16.0,27,8,509.5,15.25,47,0
3,5,0,16.0,27,9,675.5,17.333333333333332,57,0
3,2,0,15.0,18,7,693.0,14.714285714285714,43,0
7,1,0,14.0,35,2,59.5,14.0,16,0
3,16,0,22.0,60,10,86.0,15.5,80,0
5,12,500,20.0,80,3,0.0,19.333333333333332,21,1
7,11,599,19.0,105,6,0.0,14.0,48,1
8,6,282,17.0,80,7,0.0,13.857142857142858,44,1
6,11,437,19.0,90,4,0.0,13.0,24,1
4,9,0,18.0,52,6,210.5,15.833333333333334,37,0
5,5,0,16.0,45,6,354.5,14.666666666666666,43,0
5,16,674,22.0,100,3,0.0,15.0,18,1
7,9,441,18.0,91,6,0.0,13.333333333333334,35,1
3,2,0,15.0,18,1,30.0,16.0,3,0
5,3,0,15.0,35,7,478.0,13.285714285714286,48,0
5,7,0,17.0,55,10,581.5,15.2,75,0
3,8,0,18.0,36,7,289.0,14.142857142857142,41,0
5,3,0,15.0,35,9,411.0,12.666666666666666,52,0
5,3,0,15.0,35,3,186.0,15.0,16,0
4,2,0,15.0,24,7,387.0,13.857142857142858,56,0
7,11,634,19.0,105,2,0.0,17.0,15,1
5,1,0,14.0,25,5,265.5,15.6,38,0
7,15,837,21.0,133,6,0.0,14.0,34,1
8,7,497,17.0,88,4,0.0,14.0,23,1
7,14,590,21.0,126,7,0.0,14.857142857142858,52,1
4,3,0,15.0,28,4,271.5,14.5,34,0
8,14,947,21.0,144,8,0.0,15.125,46,1
7,7,0,17.0,77,6,48.0,12.833333333333334,41,0
7,2,103,15.0,42,2,0.0,18.5,17,1
6,2,0,15.0,36,3,242.0,15.333333333333334,23,0
7,6,150,17.0,70,5,0.0,13.8,27,1
6,7,396,17.0,66,1,0.0,17.0,7,1
5,9,192,18.0,65,8,0.0,16.0,53,1
7,16,761,22.0,140,7,0.0,14.0,43,1
7,6,184,17.0,70,7,0.0,16.571428571428573,44,1
5,13,570,20.0,85,2,0.0,11.5,6,1
8,2,0,15.0,48,4,93.0,13.5,23,0
3,4,0,16.0,24,9,525.0,12.88888888888889,54,0
6,16,828,22.0,120,5,0.0,15.2,25,1
4,3,0,15.0,28,9,599.5,15.666666666666666,64,0
6,9,297,18.0,78,7,0.0,13.714285714285714,44,1
8,11,784,19.0,120,2,0.0,18.5,15,1
7,15,847,21.0,133,5,0.0,14.8,36,1
5,9,0,18.0,65,9,259.0,15.11111111111111,66,0
8,5,0,16.0,72,9,403.5,17.11111111111111,64,0
7,11,438,19.0,105,9,0.0,14.88888888888889,72,1
5,15,310,21.0,95,9,0.0,16.11111111111111,70,1
4,1,54,14.0,20,1,0.0,16.0,7,1
8,13,868,20.0,136,4,0.0,13.0,21,1
6,2,104,15.0,36,1,0.0,10.0,10,1
7,9,23,18.0,91,10,0.0,14.5,48,1
5,12,432,20.0,80,7,0.0,14.428571428571429,47,1
5,9,0,18.0,65,9,374.5,13.555555555555555,64,0
7,9,574,18.0,91,1,0.0,12.0,8,1
4,10,0,19.0,56,10,314.0,15.8,56,0
8,15,935,21.0,152,5,0.0,15.0,28,1
6,5,0,16.0,54,9,524.5,14.222222222222221,62,0
7,5,268,16.0,63,3,0.0,16.0,23,1
5,3,0,15.0,35,8,414.0,15.625,40,0
6,13,535,20.0,102,8,0.0,14.625,54,1
7,9,574,18.0,91,3,0.0,12.666666666666666,10,1
6,10,540,19.0,84,1,0.0,14.0,7,1
3,6,111,17.0,30,3,0.0,15.666666666666666,18,1
7,10,549,19.0,98,4,0.0,14.5,27,1
6,14,722,21.0,108,5,0.0,14.8,25,1
6,7,0,17.0,66,10,102.0,16.1,70,0
3,10,0,19.0,42,10,489.0,14.8,61,0
7,2,0,15.0,42,5,322.0,13.8,31,0
5,12,493,20.0,80,2,0.0,19.5,10,1
4,4,0,16.0,32,3,85.0,15.0,21,0
6,16,828,22.0,120,2,0.0,11.5,12,1
7,16,818,22.0,140,10,0.0,13.6,71,1
4,1,0,14.0,20,6,279.0,15.833333333333334,37,0
7,4,0,16.0,56,8,408.0,16.0,56,0
8,7,402,17.0,88,5,0.0,17.8,34,1
4,11,0,19.0,60,8,186.0,13.75,42,0
5,10,318,19.0,70,5,0.0,13.8,24,1
3,8,15,18.0,36,3,0.0,13.666666666666666,14,1
6,14,732,21.0,108,1,0.0,17.0,10,1
6,10,540,19.0,84,1,0.0,20.0,10,1
8,13,789,20.0,136,8,0.0,15.75,45,1
8,16,1072,22.0,160,6,0.0,14.166666666666666,51,1
7,6,160,17.0,70,5,0.0,16.6,33,1
3,9,0,18.0,39,10,325.5,16.0,80,0
3,13,281,20.0,51,6,0.0,15.833333333333334,38,1
3,6,0,17.0,30,10,607.0,13.8,57,0
8,4,0,16.0,64,8,413.0,16.5,45,0
7,9,551,18.0,91,1,0.0,19.0,10,1
4,12,0,20.0,64,8,54.0,15.625,59,0
8,6,397,17.0,80,4,0.0,16.75,21,1
3,13,136,20.0,51,10,0.0,15.5,66,1
7,8,322,18.0,84,6,0.0,13.666666666666666,34,1
5,8,240,18.0,60,4,0.0,17.0,22,1
6,5,300,16.0,54,1,0.0,11.0,5,1
6,13,664,20.0,102,4,0.0,12.75,22,1
7,6,300,17.0,70,4,0.0,13.5,20,1
7,14,854,21.0,126,2,0.0,14.5,9,1
8,10,396,19.0,112,8,0.0,13.125,59,1
8,9,536,18.0,104,5,0.0,12.4,30,1
7,16,932,22.0,140,4,0.0,15.75,33,1
5,5,0,16.0,45,5,144.5,13.0,35,0
3,16,280,22.0,60,8,0.0,15.125,50,1
5,8,256,18.0,60,2,0.0,10.0,19,1
7,4,254,16.0,56,2,0.0,19.5,9,1
3,6,0,17.0,30,5,229.0,13.4,39,0
4,12,0,20.0,64,9,252.0,14.222222222222221,58,0
8,11,687,19.0,120,4,0.0,14.5,22,1
4,12,394,20.0,64,4,0.0,13.25,28,1
5,12,349,20.0,80,7,0.0,14.285714285714286,45,1
4,12,424,20.0,64,2,0.0,14.0,11,1
8,4,288,16.0,64,3,0.0,16.333333333333332,14,1
5,16,588,22.0,100,10,0.0,15.5,56,1
3,10,247,19.0,42,2,0.0,15.5,12,1
7,14,814,21.0,126,6,0.0,14.5,44,1
5,9,372,18.0,65,4,0.0,14.5,16,1
5,13,545,20.0,85,6,0.0,12.0,30,1
5,9,281,18.0,65,3,0.0,17.666666666666668,19,1
4,6,39,17.0,40,5,0.0,15.0,37,1
3,4,0,16.0,24,10,671.0,14.2,49,0
6,8,444,18.0,72,3,0.0,14.333333333333334,19,1
5,8,290,18.0,60,3,0.0,14.333333333333334,19,1
5,13,323,20.0,85,8,0.0,14.75,57,1
6,7,0,17.0,66,9,483.0,14.333333333333334,64,0
5,8,121,18.0,60,7,0.0,15.857142857142858,56,1
7,8,273,18.0,84,6,0.0,15.833333333333334,41,1
8,9,617,18.0,104,4,0.0,15.75,28,1
4,3,79,15.0,28,2,0.0,17.5,14,1
4,6,0,17.0,40,4,136.0,14.5,22,0
7,6,275,17.0,70,5,0.0,15.8,42,1
8,9,374,18.0,104,9,0.0,15.11111111111111,48,1
7,16,903,22.0,140,8,0.0,15.0,54,1
7,11,516,19.0,105,6,0.0,15.0,29,1
4,10,218,19.0,56,4,0.0,14.25,30,1
5,11,490,19.0,75,1,0.0,15.0,3,1
5,3,0,15.0,35,6,389.0,16.0,51,0
3,13,0,20.0,51,10,538.0,16.3,59,0
4,4,0,16.0,32,4,182.0,15.25,32,0
8,12,813,20.0,128,3,0.0,16.0,22,1
3,15,117,21.0,57,10,0.0,14.8,57,1
7,9,574,18.0,91,1,0.0,12.0,9,1
4,2,0,15.0,24,6,434.0,16.166666666666668,38,0
8,16,1009,22.0,160,6,0.0,14.666666666666666,41,1
6,13,588,20.0,102,4,0.0,13.75,28,1
5,1,0,14.0,25,8,448.0,16.0,49,0
5,13,416,20.0,85,7,0.0,16.285714285714285,43,1
3,10,194,19.0,42,3,0.0,14.333333333333334,17,1
5,15,517,21.0,95,9,0.0,13.555555555555555,68,1
6,8,213,18.0,72,10,0.0,14.5,65,1
8,10,665,19.0,112,6,0.0,14.5,28,1
3,8,116,18.0,36,6,0.0,14.166666666666666,40,1
7,10,320,19.0,98,9,0.0,15.222222222222221,59,1
4,1,0,14.0,20,8,521.5,15.25,45,0
7,14,840,21.0,126,4,0.0,16.75,29,1
3,14,156,21.0,54,7,0.0,13.285714285714286,52,1
4,7,172,17.0,44,2,0.0,16.5,11,1
6,7,360,17.0,66,4,0.0,13.5,27,1
8,13,857,20.0,136,3,0.0,11.333333333333334,20,1
5,8,186,18.0,60,6,0.0,15.0,41,1
8,8,555,18.0,96,3,0.0,14.333333333333334,17,1
5,12,530,20.0,80,3,0.0,11.666666666666666,12,1
4,12,424,20.0,64,3,0.0,16.333333333333332,13,1
4,14,488,21.0,72,2,0.0,13.0,9,1
4,11,0,19.0,60,10,328.5,15.5,62,0
4,11,363,19.0,60,3,0.0,16.666666666666668,16,1
6,1,0,14.0,30,10,675.0,14.4,70,0
5,6,0,17.0,50,10,357.0,15.6,71,0
6,2,0,15.0,36,6,492.0,15.5,33,0
5,8,0,18.0,60,9,453.0,13.222222222222221,63,0
6,1,0,14.0,30,2,49.0,17.5,17,0
7,8,0,18.0,84,9,233.0,15.11111111111111,64,0
3,10,0,19.0,42,9,372.0,15.666666666666666,56,0
7,5,0,16.0,63,7,120.5,17.0,46,0
6,5,300,16.0,54,1,0.0,12.0,8,1
3,15,0,21.0,57,10,184.0,14.9,65,0
8,15,979,21.0,152,7,0.0,14.571428571428571,42,1
3,6,0,17.0,30,4,139.0,14.25,27,0
7,11,510,19.0,105,6,0.0,14.833333333333334,38,1
6,12,619,20.0,96,5,0.0,15.2,33,1
4,2,0,15.0,24,6,425.0,17.0,35,0
7,9,160,18.0,91,10,0.0,15.9,60,1
5,5,0,16.0,45,8,407.5,15.25,55,0
4,1,0,14.0,20,3,74.0,13.666666666666666,14,0
3,14,155,21.0,54,5,0.0,15.6,37,1
3,15,178,21.0,57,7,0.0,15.285714285714286,52,1
5,8,342,18.0,60,3,0.0,13.333333333333334,26,1
8,1,0,14.0,40,8,373.0,14.5,43,0
6,14,701,21.0,108,1,0.0,14.0,8,1
4,5,0,16.0,36,9,522.5,16.22222222222222,57,0
5,14,324,21.0,90,9,0.0,14.333333333333334,62,1
8,11,527,19.0,120,8,0.0,16.0,55,1
4,13,0,20.0,68,10,280.5,17.1,63,0
4,16,455,22.0,80,7,0.0,12.857142857142858,44,1
6,11,222,19.0,90,9,0.0,14.11111111111111,66,1
8,12,805,20.0,128,6,0.0,15.833333333333334,38,1
7,5,0,16.0,63,9,380.5,14.444444444444445,65,0
4,11,0,19.0,60,10,61.0,13.5,70,0
5,10,416,19.0,70,2,0.0,10.0,12,1
4,3,87,15.0,28,1,0.0,11.0,9,1
5,2,0,15.0,30,10,634.0,14.6,71,0
6,1,0,14.0,30,5,302.0,14.2,32,0
5,11,463,19.0,75,4,0.0,14.75,31,1
6,12,636,20.0,96,1,0.0,16.0,9,1
7,1,0,14.0,35,7,574.5,15.0,47,0
3,11,0,19.0,45,9,444.5,17.11111111111111,68,0
6,9,442,18.0,78,5,0.0,13.6,40,1
3,4,0,16.0,24,7,482.0,13.857142857142858,50,0
7,13,798,20.0,119,2,0.0,17.0,11,1
6,8,0,18.0,72,7,144.0,13.714285714285714,55,0
6,1,0,14.0,30,2,22.5,13.0,15,0
3,1,0,14.0,15,2,152.5,16.0,11,0
3,2,0,15.0,18,10,817.0,15.3,71,0
3,5,0,16.0,27,4,215.0,17.25,25,0
7,13,798,20.0,119,4,0.0,15.5,22,1
6,9,426,18.0,78,4,0.0,13.25,26,1
3,4,0,16.0,24,8,427.0,14.375,41,0
4,14,226,21.0,72,10,0.0,17.0,72,1
4,4,0,16.0,32,6,353.0,13.5,40,0
3,8,192,18.0,36,1,0.0,18.0,5,1
6,16,828,22.0,120,2,0.0,13.0,8,1
4,7,0,17.0,44,7,393.5,14.142857142857142,43,0
7,5,331,16.0,63,1,0.0,16.0,3,1
4,4,0,16.0,32,4,207.0,13.25,25,0
8,11,784,19.0,120,4,0.0,15.75,24,1
3,7,0,17.0,33,9,529.5,15.88888888888889,60,0
7,7,0,17.0,77,10,298.0,14.5,65,0
8,6,276,17.0,80,6,0.0,16.166666666666668,45,1
3,13,0,20.0,51,6,287.0,14.5,47,0
4,15,416,21.0,76,4,0.0,13.5,24,1
8,1,144,14.0,40,1,0.0,16.0,6,1
5,10,192,19.0,70,5,0.0,16.0,36,1
6,8,428,18.0,72,2,0.0,16.0,18,1
4,9,328,18.0,52,1,0.0,17.0,9,1
4,7,0,17.0,44,6,199.5,15.833333333333334,40,0
3,15,390,21.0,57,1,0.0,12.0,8,1
4,2,0,15.0,24,10,486.0,13.7,67,0
3,5,0,16.0,27,10,510.5,14.7,68,0
5,11,490,19.0,75,3,0.0,16.333333333333332,21,1
4,3,0,15.0,28,7,556.0,14.285714285714286,42,0
7,6,321,17.0,70,2,0.0,15.0,17,1
5,15,527,21.0,95,6,0.0,14.5,35,1
4,4,0,16.0,32,10,670.0,17.0,65,0
3,1,0,14.0,15,3,208.0,14.333333333333334,20,0
5,2,0,15.0,30,6,346.0,14.166666666666666,49,0
8,5,0,16.0,72,10,411.5,14.1,68,0
4,4,0,16.0,32,6,315.0,15.833333333333334,34,0
6,6,160,17.0,60,5,0.0,15.2,27,1
4,5,67,16.0,36,2,0.0,11.5,11,1
7,11,597,19.0,105,5,0.0,15.6,28,1
3,8,191,18.0,36,2,0.0,19.0,15,1
8,15,815,21.0,152,8,0.0,14.375,54,1
4,2,0,15.0,24,2,86.0,15.0,14,0
7,5,0,16.0,63,4,93.0,16.0,17,0
6,10,395,19.0,84,8,0.0,14.375,50,1
6,7,396,17.0,66,1,0.0,14.0,3,1
5,13,534,20.0,85,3,0.0,12.333333333333334,16,1
7,5,0,16.0,63,10,334.5,14.0,62,0
3,6,0,17.0,30,7,290.0,14.857142857142858,42,0
8,14,976,21.0,144,5,0.0,16.4,28,1
4,14,413,21.0,72,5,0.0,16.4,27,1
7,7,412,17.0,77,2,0.0,19.0,13,1
3,2,0,15.0,18,4,201.0,12.0,20,0
6,8,444,18.0,72,1,0.0,16.0,8,1
6,12,529,20.0,96,6,0.0,16.0,35,1
8,15,1023,21.0,152,5,0.0,14.2,38,1
4,12,408,20.0,64,4,0.0,15.25,14,1
5,14,603,21.0,90,3,0.0,15.333333333333334,15,1
6,15,774,21.0,114,2,0.0,17.5,15,1
5,11,490,19.0,75,1,0.0,17.0,6,1
5,13,394,20.0,85,8,0.0,15.5,49,1
6,16,813,22.0,120,7,0.0,16.142857142857142,37,1
6,10,524,19.0,84,2,0.0,13.5,12,1
